|Year | Sum | Alliance | Event | Match | Color|
|2002 | 964 | [224, 195, 545] | 2002li | f2 | blue|
|2002 | 964 | [224, 195, 545] | 2002li | qf1 | blue|
|2002 | 964 | [224, 195, 545] | 2002li | qf2 | blue|
|2002 | 964 | [224, 195, 545] | 2002li | sf1 | blue|
|2002 | 964 | [224, 195, 545] | 2002li | sf2 | blue|
|2002 | 964 | [195, 224, 545] | 2002li |  | Finalist|
|2002 | 963 | [267, 343, 353] | 2002cur |  | Finalist|
|2002 | 920 | [342, 267, 311] | 2002fl | qf1 | red|
|2002 | 920 | [342, 267, 311] | 2002fl | qf2 | red|
|2002 | 920 | [342, 267, 311] | 2002fl | qf3 | red|
|2002 | 920 | [342, 267, 311] | 2002fl | sf1 | red|
|2002 | 920 | [342, 267, 311] | 2002fl | sf2 | red|
|2002 | 920 | [342, 267, 311] | 2002fl | sf3 | red|
|2002 | 911 | [348, 522, 41] | 2002ny | f1 | red|
|2002 | 911 | [348, 522, 41] | 2002ny | f2 | red|
|2002 | 911 | [348, 522, 41] | 2002ny | qf1 | red|
|2002 | 911 | [348, 522, 41] | 2002ny | qf2 | red|
|2002 | 911 | [348, 522, 41] | 2002ny | sf1 | red|
|2002 | 911 | [348, 522, 41] | 2002ny | sf2 | red|
|2002 | 911 | [348, 522, 41] | 2002ny | sf3 | red|
|2002 | 911 | [348, 522, 41] | 2002ny |  | Finalist|
|2002 | 904 | [135, 92, 677] | 2002il | qf1 | red|
|2002 | 904 | [135, 92, 677] | 2002il | qf2 | red|
|2002 | 904 | [135, 92, 677] | 2002il | sf1 | blue|
|2002 | 904 | [135, 92, 677] | 2002il | sf2 | blue|
|2002 | 895 | [57, 357, 481] | 2002tx | qf1 | red|
|2002 | 895 | [57, 357, 481] | 2002tx | qf2 | red|
|2002 | 895 | [57, 357, 481] | 2002tx | sf1 | blue|
|2002 | 895 | [57, 357, 481] | 2002tx | sf2 | blue|
|2002 | 887 | [175, 75, 637] | 2002nj | qf1 | red|
|2002 | 887 | [175, 75, 637] | 2002nj | qf2 | red|
|2002 | 887 | [175, 75, 637] | 2002nj | qf3 | red|
|2002 | 887 | [175, 75, 637] | 2002nj | sf1 | blue|
|2002 | 887 | [175, 75, 637] | 2002nj | sf2 | blue|
|2002 | 847 | [80, 368, 399] | 2002ca | f1 | blue|
|2002 | 847 | [80, 368, 399] | 2002ca | f2 | blue|
|2002 | 847 | [80, 368, 399] | 2002ca | qf1 | red|
|2002 | 847 | [80, 368, 399] | 2002ca | qf2 | red|
|2002 | 847 | [80, 368, 399] | 2002ca | sf1 | red|
|2002 | 847 | [80, 368, 399] | 2002ca | sf2 | red|
|2002 | 847 | [80, 368, 399] | 2002ca |  | Finalist|
|2002 | 845 | [157, 271, 417] | 2002li | qf1 | blue|
|2002 | 845 | [157, 271, 417] | 2002li | qf2 | blue|
|2002 | 845 | [157, 271, 417] | 2002li | qf3 | blue|
|2002 | 845 | [157, 271, 417] | 2002li | sf1 | red|
|2002 | 845 | [157, 271, 417] | 2002li | sf2 | red|
|2002 | 822 | [165, 316, 341] | 2002pa | qf1 | blue|
|2002 | 822 | [165, 316, 341] | 2002pa | qf2 | blue|
|2002 | 822 | [165, 316, 341] | 2002pa | qf3 | blue|
|2002 | 820 | [121, 230, 469] | 2002arc |  | Finalist|
|2002 | 800 | [317, 312, 171] | 2002mo | f1 | blue|
|2002 | 800 | [317, 312, 171] | 2002mo | f2 | blue|
|2002 | 800 | [317, 312, 171] | 2002mo | qf1 | red|
|2002 | 800 | [317, 312, 171] | 2002mo | qf2 | red|
|2002 | 800 | [317, 312, 171] | 2002mo | sf1 | red|
|2002 | 800 | [317, 312, 171] | 2002mo | sf2 | red|
|2002 | 800 | [317, 312, 171] | 2002mo |  | Finalist|
|2002 | 799 | [311, 308, 180] | 2002cmp | f1 | red|
|2002 | 799 | [311, 308, 180] | 2002cmp | f2 | red|
|2002 | 799 | [311, 308, 180] | 2002cmp | f3 | red|
|2002 | 799 | [311, 308, 180] | 2002cmp | sf1 | red|
|2002 | 799 | [311, 308, 180] | 2002cmp | sf2 | red|
|2002 | 799 | [180, 308, 311] | 2002cmp |  | Finalist|
|2002 | 799 | [180, 308, 311] | 2002gal |  | Winner|
|2002 | 781 | [84, 175, 522] | 2002new | qf1 | red|
|2002 | 781 | [84, 175, 522] | 2002new | qf2 | red|
|2002 | 781 | [84, 175, 522] | 2002new | qf3 | red|
|2002 | 781 | [84, 175, 522] | 2002new | sf1 | red|
|2002 | 781 | [84, 175, 522] | 2002new | sf2 | red|
|2002 | 776 | [105, 278, 393] | 2002fl | qf1 | blue|
|2002 | 776 | [105, 278, 393] | 2002fl | qf2 | blue|
|2002 | 743 | [16, 118, 609] | 2002tx | f1 | red|
|2002 | 743 | [16, 118, 609] | 2002tx | f2 | red|
|2002 | 743 | [16, 118, 609] | 2002tx | qf1 | red|
|2002 | 743 | [16, 118, 609] | 2002tx | qf2 | red|
|2002 | 743 | [16, 118, 609] | 2002tx | sf1 | red|
|2002 | 743 | [16, 118, 609] | 2002tx | sf2 | red|
|2002 | 743 | [16, 118, 609] | 2002tx |  | Finalist|
|2002 | 717 | [8, 609, 100] | 2002sj | qf1 | blue|
|2002 | 717 | [8, 609, 100] | 2002sj | qf2 | blue|
|2002 | 717 | [8, 609, 100] | 2002sj | qf3 | blue|
|2002 | 717 | [8, 609, 100] | 2002sj | sf1 | red|
|2002 | 717 | [8, 609, 100] | 2002sj | sf2 | red|
|2002 | 715 | [470, 5, 240] | 2002gl | qf1 | red|
|2002 | 715 | [470, 5, 240] | 2002gl | qf2 | red|
|2002 | 711 | [85, 235, 391] | 2002mi | qf1 | blue|
|2002 | 711 | [85, 235, 391] | 2002mi | qf2 | blue|
|2002 | 709 | [186, 343, 180] | 2002fl | f1 | blue|
|2002 | 709 | [186, 343, 180] | 2002fl | f2 | blue|
|2002 | 709 | [186, 343, 180] | 2002fl | f3 | blue|
|2002 | 709 | [186, 343, 180] | 2002fl | qf1 | red|
|2002 | 709 | [186, 343, 180] | 2002fl | qf2 | red|
|2002 | 709 | [186, 343, 180] | 2002fl | sf1 | blue|
|2002 | 709 | [186, 343, 180] | 2002fl | sf2 | blue|
|2002 | 709 | [186, 343, 180] | 2002fl | sf3 | blue|
|2002 | 709 | [186, 343, 180] | 2002fl |  | Winner|
|2002 | 707 | [415, 233, 59] | 2002fl | qf1 | blue|
|2002 | 707 | [415, 233, 59] | 2002fl | qf2 | blue|
|2002 | 697 | [107, 71, 519] | 2002il | f1 | blue|
|2002 | 697 | [107, 71, 519] | 2002il | f2 | blue|
|2002 | 697 | [107, 71, 519] | 2002il | qf1 | red|
|2002 | 697 | [107, 71, 519] | 2002il | qf2 | red|
|2002 | 697 | [107, 71, 519] | 2002il | sf1 | red|
|2002 | 697 | [107, 71, 519] | 2002il | sf2 | red|
|2002 | 697 | [107, 71, 519] | 2002il | sf3 | red|
|2002 | 697 | [107, 71, 519] | 2002il |  | Winner|
|2002 | 683 | [34, 457, 192] | 2002tx | f1 | blue|
|2002 | 683 | [34, 457, 192] | 2002tx | f2 | blue|
|2002 | 683 | [34, 457, 192] | 2002tx | qf1 | red|
|2002 | 683 | [34, 457, 192] | 2002tx | qf2 | red|
|2002 | 683 | [34, 457, 192] | 2002tx | sf1 | blue|
|2002 | 683 | [34, 457, 192] | 2002tx | sf2 | blue|
|2002 | 683 | [34, 457, 192] | 2002tx |  | Winner|
|2002 | 674 | [233, 63, 378] | 2002on | qf1 | red|
|2002 | 674 | [233, 63, 378] | 2002on | qf2 | red|
|2002 | 674 | [233, 63, 378] | 2002on | qf3 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | f1 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | f2 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | qf1 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | qf2 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | qf3 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | sf1 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | sf2 | red|
|2002 | 673 | [254, 60, 359] | 2002sj | sf3 | red|
|2002 | 673 | [254, 60, 359] | 2002sj |  | Winner|
|2002 | 668 | [28, 173, 467] | 2002li | f1 | red|
|2002 | 668 | [28, 173, 467] | 2002li | f2 | red|
|2002 | 668 | [28, 173, 467] | 2002li | qf1 | red|
|2002 | 668 | [28, 173, 467] | 2002li | qf2 | red|
|2002 | 668 | [28, 173, 467] | 2002li | sf1 | blue|
|2002 | 668 | [28, 173, 467] | 2002li | sf2 | blue|
|2002 | 668 | [28, 173, 467] | 2002li |  | Winner|
|2002 | 624 | [157, 230, 237] | 2002ct | qf1 | red|
|2002 | 624 | [157, 230, 237] | 2002ct | qf2 | red|
|2002 | 624 | [157, 230, 237] | 2002ct | qf3 | red|
|2002 | 624 | [157, 230, 237] | 2002ct | sf1 | red|
|2002 | 624 | [157, 230, 237] | 2002ct | sf2 | red|
|2002 | 601 | [65, 469, 67] | 2002gl | f1 | red|
|2002 | 601 | [65, 469, 67] | 2002gl | f2 | red|
|2002 | 601 | [65, 469, 67] | 2002gl | qf1 | red|
|2002 | 601 | [65, 469, 67] | 2002gl | qf2 | red|
|2002 | 601 | [65, 469, 67] | 2002gl | sf1 | red|
|2002 | 601 | [65, 469, 67] | 2002gl | sf2 | red|
|2002 | 601 | [65, 469, 67] | 2002gl |  | Winner|
|2002 | 597 | [93, 201, 303] | 2002gal |  | Finalist|
|2002 | 592 | [293, 88, 211] | 2002nj | qf1 | blue|
|2002 | 592 | [293, 88, 211] | 2002nj | qf2 | blue|
|2002 | 592 | [293, 88, 211] | 2002nj | sf1 | blue|
|2002 | 592 | [293, 88, 211] | 2002nj | sf2 | blue|
|2002 | 589 | [247, 68, 274] | 2002gl | f1 | blue|
|2002 | 589 | [247, 68, 274] | 2002gl | f2 | blue|
|2002 | 589 | [247, 68, 274] | 2002gl | qf1 | blue|
|2002 | 589 | [247, 68, 274] | 2002gl | qf2 | blue|
|2002 | 589 | [247, 68, 274] | 2002gl | sf1 | red|
|2002 | 589 | [247, 68, 274] | 2002gl | sf2 | red|
|2002 | 589 | [247, 68, 274] | 2002gl | sf3 | red|
|2002 | 589 | [247, 68, 274] | 2002gl |  | Finalist|
|2002 | 583 | [291, 45, 247] | 2002oh | qf1 | red|
|2002 | 583 | [291, 45, 247] | 2002oh | qf2 | red|
|2002 | 583 | [291, 45, 247] | 2002oh | sf1 | blue|
|2002 | 583 | [291, 45, 247] | 2002oh | sf2 | blue|
|2002 | 583 | [291, 45, 247] | 2002oh | sf3 | blue|
|2002 | 580 | [103, 303, 174] | 2002nj | qf1 | blue|
|2002 | 580 | [103, 303, 174] | 2002nj | qf2 | blue|
|2002 | 580 | [103, 303, 174] | 2002nj | qf3 | blue|
|2002 | 570 | [224, 7, 339] | 2002nj | f1 | blue|
|2002 | 570 | [224, 7, 339] | 2002nj | f2 | blue|
|2002 | 570 | [224, 7, 339] | 2002nj | qf1 | red|
|2002 | 570 | [224, 7, 339] | 2002nj | qf2 | red|
|2002 | 570 | [224, 7, 339] | 2002nj | sf1 | red|
|2002 | 570 | [224, 7, 339] | 2002nj | sf2 | red|
|2002 | 570 | [224, 7, 339] | 2002nj |  | Winner|
|2002 | 563 | [269, 93, 201] | 2002il | qf1 | red|
|2002 | 563 | [269, 93, 201] | 2002il | qf2 | red|
|2002 | 563 | [269, 93, 201] | 2002il | sf1 | blue|
|2002 | 563 | [269, 93, 201] | 2002il | sf2 | blue|
|2002 | 563 | [269, 93, 201] | 2002il | sf3 | blue|
|2002 | 551 | [411, 61, 79] | 2002fl | qf1 | blue|
|2002 | 551 | [411, 61, 79] | 2002fl | qf2 | blue|
|2002 | 551 | [411, 61, 79] | 2002fl | qf3 | blue|
|2002 | 543 | [47, 308, 188] | 2002gl | qf1 | red|
|2002 | 543 | [47, 308, 188] | 2002gl | qf2 | red|
|2002 | 543 | [176, 79, 288] | 2002new | qf1 | blue|
|2002 | 543 | [176, 79, 288] | 2002new | qf2 | blue|
|2002 | 543 | [176, 79, 288] | 2002new | qf3 | blue|
|2002 | 530 | [229, 47, 254] | 2002oh | qf1 | red|
|2002 | 530 | [229, 47, 254] | 2002oh | qf2 | red|
|2002 | 530 | [229, 47, 254] | 2002oh | sf1 | red|
|2002 | 530 | [229, 47, 254] | 2002oh | sf2 | red|
|2002 | 515 | [240, 274, 1] | 2002oh | qf1 | blue|
|2002 | 515 | [240, 274, 1] | 2002oh | qf2 | blue|
|2002 | 492 | [157, 272, 63] | 2002pa | f1 | red|
|2002 | 492 | [157, 272, 63] | 2002pa | f2 | red|
|2002 | 492 | [157, 272, 63] | 2002pa | qf1 | red|
|2002 | 492 | [157, 272, 63] | 2002pa | qf2 | red|
|2002 | 492 | [157, 272, 63] | 2002pa | sf1 | red|
|2002 | 492 | [157, 272, 63] | 2002pa | sf2 | red|
|2002 | 492 | [157, 272, 63] | 2002pa | sf3 | red|
|2002 | 492 | [63, 157, 272] | 2002pa |  | Winner|
|2002 | 490 | [95, 176, 219] | 2002nj | qf1 | red|
|2002 | 490 | [95, 176, 219] | 2002nj | qf2 | red|
|2002 | 465 | [48, 188, 229] | 2002on | qf1 | red|
|2002 | 465 | [48, 188, 229] | 2002on | qf2 | red|
|2002 | 465 | [48, 188, 229] | 2002on | sf1 | red|
|2002 | 465 | [48, 188, 229] | 2002on | sf2 | red|
|2002 | 465 | [48, 188, 229] | 2002on | sf3 | red|
|2002 | 465 | [21, 87, 357] | 2002pa | qf1 | red|
|2002 | 465 | [21, 87, 357] | 2002pa | qf2 | red|
|2002 | 456 | [173, 195, 88] | 2002ct | f1 | blue|
|2002 | 456 | [173, 195, 88] | 2002ct | f2 | blue|
|2002 | 456 | [173, 195, 88] | 2002ct | f3 | blue|
|2002 | 456 | [173, 195, 88] | 2002ct | qf1 | red|
|2002 | 456 | [173, 195, 88] | 2002ct | qf2 | red|
|2002 | 456 | [173, 195, 88] | 2002ct | qf3 | red|
|2002 | 456 | [173, 195, 88] | 2002ct | sf1 | red|
|2002 | 456 | [173, 195, 88] | 2002ct | sf2 | red|
|2002 | 456 | [173, 195, 88] | 2002ct | sf3 | red|
|2002 | 456 | [88, 173, 195] | 2002ct |  | Finalist|
|2002 | 454 | [64, 60, 330] | 2002ca | f1 | red|
|2002 | 454 | [64, 60, 330] | 2002ca | f2 | red|
|2002 | 454 | [64, 60, 330] | 2002ca | qf1 | red|
|2002 | 454 | [64, 60, 330] | 2002ca | qf2 | red|
|2002 | 454 | [64, 60, 330] | 2002ca | sf1 | red|
|2002 | 454 | [64, 60, 330] | 2002ca | sf2 | red|
|2002 | 454 | [64, 60, 330] | 2002ca |  | Winner|
|2002 | 437 | [67, 68, 302] | 2002oh | f1 | red|
|2002 | 437 | [67, 68, 302] | 2002oh | f2 | red|
|2002 | 437 | [67, 68, 302] | 2002oh | f3 | red|
|2002 | 437 | [67, 68, 302] | 2002oh | qf1 | red|
|2002 | 437 | [67, 68, 302] | 2002oh | qf2 | red|
|2002 | 437 | [67, 68, 302] | 2002oh | sf1 | red|
|2002 | 437 | [67, 68, 302] | 2002oh | sf2 | red|
|2002 | 437 | [67, 68, 302] | 2002oh | sf3 | red|
|2002 | 437 | [67, 68, 302] | 2002oh |  | Finalist|
|2002 | 415 | [66, 322, 27] | 2002mi | f1 | blue|
|2002 | 415 | [66, 322, 27] | 2002mi | f2 | blue|
|2002 | 415 | [66, 322, 27] | 2002mi | f3 | blue|
|2002 | 415 | [66, 322, 27] | 2002mi | qf1 | red|
|2002 | 415 | [66, 322, 27] | 2002mi | qf2 | red|
|2002 | 415 | [66, 322, 27] | 2002mi | sf1 | blue|
|2002 | 415 | [66, 322, 27] | 2002mi | sf2 | blue|
|2002 | 415 | [66, 322, 27] | 2002mi |  | Finalist|
|2002 | 376 | [25, 118, 233] | 2002arc |  | Winner|
|2002 | 376 | [233, 25, 118] | 2002cmp | sf1 | blue|
|2002 | 376 | [233, 25, 118] | 2002cmp | sf2 | blue|
|2002 | 375 | [38, 96, 241] | 2002ct | qf1 | blue|
|2002 | 375 | [38, 96, 241] | 2002ct | qf2 | blue|
|2002 | 375 | [38, 96, 241] | 2002ct | qf3 | blue|
|2002 | 369 | [42, 176, 151] | 2002ct | qf1 | red|
|2002 | 369 | [42, 176, 151] | 2002ct | qf2 | red|
|2002 | 336 | [33, 302, 1] | 2002gl | qf1 | blue|
|2002 | 336 | [33, 302, 1] | 2002gl | qf2 | blue|
|2002 | 336 | [33, 302, 1] | 2002gl | sf1 | blue|
|2002 | 336 | [33, 302, 1] | 2002gl | sf2 | blue|
|2002 | 310 | [173, 71, 66] | 2002cmp | f1 | blue|
|2002 | 310 | [173, 71, 66] | 2002cmp | f2 | blue|
|2002 | 310 | [173, 71, 66] | 2002cmp | f3 | blue|
|2002 | 310 | [173, 71, 66] | 2002cmp | sf1 | blue|
|2002 | 310 | [173, 71, 66] | 2002cmp | sf2 | blue|
|2002 | 310 | [66, 71, 173] | 2002cmp |  | Winner|
|2002 | 310 | [173, 71, 66] | 2002new | f1 | red|
|2002 | 310 | [173, 71, 66] | 2002new | f2 | red|
|2002 | 310 | [173, 71, 66] | 2002new | qf1 | red|
|2002 | 310 | [173, 71, 66] | 2002new | qf2 | red|
|2002 | 310 | [173, 71, 66] | 2002new | qf3 | red|
|2002 | 310 | [173, 71, 66] | 2002new | sf1 | red|
|2002 | 310 | [173, 71, 66] | 2002new | sf2 | red|
|2002 | 310 | [66, 71, 173] | 2002new |  | Winner|
|2002 | 301 | [107, 71, 123] | 2002mi | qf1 | red|
|2002 | 301 | [107, 71, 123] | 2002mi | qf2 | red|
|2002 | 301 | [107, 71, 123] | 2002mi | sf1 | red|
|2002 | 301 | [107, 71, 123] | 2002mi | sf2 | red|
|2002 | 293 | [121, 69, 103] | 2002ct | f1 | red|
|2002 | 293 | [121, 69, 103] | 2002ct | f2 | red|
|2002 | 293 | [121, 69, 103] | 2002ct | f3 | red|
|2002 | 293 | [121, 69, 103] | 2002ct | qf1 | red|
|2002 | 293 | [121, 69, 103] | 2002ct | qf2 | red|
|2002 | 293 | [121, 69, 103] | 2002ct | sf1 | blue|
|2002 | 293 | [121, 69, 103] | 2002ct | sf2 | blue|
|2002 | 293 | [69, 103, 121] | 2002ct |  | Winner|
|2002 | 268 | [144, 60, 64] | 2002cmp | sf1 | red|
|2002 | 268 | [144, 60, 64] | 2002cmp | sf2 | red|
|2002 | 268 | [60, 64, 144] | 2002cur |  | Winner|
|2002 | 235 | [111, 45, 79] | 2002il | f1 | red|
|2002 | 235 | [111, 45, 79] | 2002il | f2 | red|
|2002 | 235 | [111, 45, 79] | 2002il | qf1 | red|
|2002 | 235 | [111, 45, 79] | 2002il | qf2 | red|
|2002 | 235 | [111, 45, 79] | 2002il | sf1 | red|
|2002 | 235 | [111, 45, 79] | 2002il | sf2 | red|
|2002 | 235 | [111, 45, 79] | 2002il |  | Finalist|
|2002 | 200 | [67, 68, 65] | 2002new | qf1 | blue|
|2002 | 200 | [67, 68, 65] | 2002new | qf2 | blue|
|2002 | 200 | [67, 68, 65] | 2002new | qf3 | blue|
|2002 | 200 | [67, 68, 65] | 2002new | sf1 | blue|
|2002 | 200 | [67, 68, 65] | 2002new | sf2 | blue|
|2002 | 120 | [84, 25, 11] | 2002nj | f1 | red|
|2002 | 120 | [84, 25, 11] | 2002nj | f2 | red|
|2002 | 120 | [84, 25, 11] | 2002nj | qf1 | red|
|2002 | 120 | [84, 25, 11] | 2002nj | qf2 | red|
|2002 | 120 | [84, 25, 11] | 2002nj | sf1 | red|
|2002 | 120 | [84, 25, 11] | 2002nj | sf2 | red|
|2002 | 120 | [84, 25, 11] | 2002nj |  | Finalist|

|2003 | 2990 | [877, 935, 1178] | 2003mo |  | Finalist|
|2003 | 2605 | [1158, 492, 955] | 2003wa |  | Finalist|
|2003 | 2501 | [692, 662, 1147] | 2003sac |  | Winner|
|2003 | 2378 | [1088, 378, 912] | 2003on |  | Winner|
|2003 | 2034 | [968, 460, 606] | 2003az |  | Winner|
|2003 | 2012 | [587, 448, 977] | 2003va |  | Finalist|
|2003 | 1982 | [545, 566, 871] | 2003li |  | Finalist|
|2003 | 1958 | [968, 696, 294] | 2003ca |  | Finalist|
|2003 | 1953 | [514, 569, 870] | 2003li |  | Winner|
|2003 | 1908 | [204, 486, 1218] | 2003pa |  | Winner|
|2003 | 1845 | [462, 343, 1040] | 2003ga |  | Finalist|
|2003 | 1832 | [1010, 118, 704] | 2003tx |  | Finalist|
|2003 | 1789 | [1108, 34, 647] | 2003tx |  | Winner|
|2003 | 1708 | [34, 494, 1180] | 2003ga |  | Winner|
|2003 | 1704 | [1046, 60, 598] | 2003ca |  | Winner|
|2003 | 1694 | [541, 27, 1126] | 2003oh |  | Winner|
|2003 | 1637 | [522, 694, 421] | 2003ny |  | Winner|
|2003 | 1576 | [171, 650, 755] | 2003mo |  | Winner|
|2003 | 1573 | [245, 188, 1140] | 2003mi |  | Winner|
|2003 | 1569 | [188, 306, 1075] | 2003on |  | Finalist|
|2003 | 1541 | [368, 359, 814] | 2003sj |  | Finalist|
|2003 | 1537 | [314, 365, 858] | 2003md |  | Finalist|
|2003 | 1511 | [192, 330, 989] | 2003az |  | Finalist|
|2003 | 1354 | [233, 368, 753] | 2003wa |  | Winner|
|2003 | 1298 | [835, 378, 85] | 2003oh |  | Finalist|
|2003 | 1261 | [71, 902, 288] | 2003mi |  | Finalist|
|2003 | 1230 | [380, 481, 369] | 2003ny |  | Finalist|
|2003 | 1221 | [115, 254, 852] | 2003sj |  | Winner|
|2003 | 1175 | [157, 236, 782] | 2003ct |  | Winner|
|2003 | 1167 | [384, 388, 395] | 2003va |  | Winner|
|2003 | 1109 | [599, 254, 256] | 2003sac |  | Finalist|
|2003 | 1011 | [65, 16, 930] | 2003il |  | Finalist|
|2003 | 972 | [292, 302, 378] | 2003new |  | Winner|
|2003 | 919 | [322, 548, 49] | 2003pit |  | Winner|
|2003 | 862 | [25, 343, 494] | 2003cmp |  | Finalist|
|2003 | 862 | [25, 343, 494] | 2003cur |  | Winner|
|2003 | 840 | [87, 103, 650] | 2003cur |  | Finalist|
|2003 | 824 | [306, 384, 134] | 2003md |  | Winner|
|2003 | 795 | [47, 201, 547] | 2003arc |  | Finalist|
|2003 | 752 | [175, 236, 341] | 2003gal |  | Winner|
|2003 | 710 | [167, 231, 312] | 2003gal |  | Finalist|
|2003 | 645 | [65, 111, 469] | 2003arc |  | Winner|
|2003 | 645 | [65, 111, 469] | 2003cmp |  | Winner|
|2003 | 595 | [302, 67, 226] | 2003gl |  | Winner|
|2003 | 582 | [292, 45, 245] | 2003il |  | Winner|
|2003 | 581 | [87, 222, 272] | 2003pa |  | Finalist|
|2003 | 571 | [291, 217, 63] | 2003pit |  | Finalist|
|2003 | 566 | [322, 27, 217] | 2003gl |  | Finalist|
|2003 | 528 | [175, 176, 177] | 2003ct |  | Finalist|
|2003 | 488 | [212, 108, 168] | 2003fl |  | Winner|
|2003 | 469 | [58, 175, 236] | 2003nh |  | Winner|
|2003 | 467 | [25, 102, 340] | 2003nj |  | Winner|
|2003 | 431 | [69, 121, 241] | 2003nh |  | Finalist|
|2003 | 420 | [67, 173, 180] | 2003new |  | Finalist|
|2003 | 412 | [87, 103, 222] | 2003nj |  | Finalist|
|2003 | 398 | [79, 233, 86] | 2003fl |  | Finalist|

|2004 | 7131 | [2119, 2974, 2038] | 2004va | sf3 | blue|
|2004 | 7131 | [2119, 2974, 2038] | 2004va | sf1 | blue|
|2004 | 4626 | [1379, 832, 2415] | 2004va | f1 | blue|
|2004 | 4626 | [1379, 832, 2415] | 2004va | f2 | blue|
|2004 | 4626 | [1379, 832, 2415] | 2004va | f3 | blue|
|2004 | 4626 | [1379, 832, 2415] | 2004va | sf3 | red|
|2004 | 4626 | [1379, 832, 2415] | 2004va | sf1 | red|
|2004 | 4447 | [1771, 1261, 1415] | 2004va | f1 | red|
|2004 | 4447 | [1771, 1261, 1415] | 2004va | f2 | red|
|2004 | 4447 | [1771, 1261, 1415] | 2004va | f3 | red|
|2004 | 4447 | [1771, 1261, 1415] | 2004va | sf1 | red|
|2004 | 4447 | [1771, 1261, 1415] | 2004va | sf2 | red|
|2004 | 4447 | [1771, 1261, 1415] | 2004va | sf2 | red|
|2004 | 4088 | [1462, 1396, 1230] | 2004ny | qf1 | blue|
|2004 | 4088 | [1462, 1396, 1230] | 2004ny | qf2 | blue|
|2004 | 3993 | [1147, 1388, 1458] | 2004sac | qf1 | blue|
|2004 | 3993 | [1147, 1388, 1458] | 2004sac | qf2 | blue|
|2004 | 3839 | [1404, 1347, 1088] | 2004on | f8 | blue|
|2004 | 3796 | [1406, 1127, 1263] | 2004ga | qf1 | blue|
|2004 | 3796 | [1406, 1127, 1263] | 2004ga | qf2 | blue|
|2004 | 3796 | [1406, 1127, 1263] | 2004ga | qf3 | blue|
|2004 | 3737 | [1244, 1141, 1352] | 2004on | f5 | blue|
|2004 | 3691 | [1312, 1084, 1295] | 2004on | f6 | blue|
|2004 | 3674 | [1311, 1183, 1180] | 2004ga | qf1 | blue|
|2004 | 3674 | [1311, 1183, 1180] | 2004ga | qf2 | blue|
|2004 | 3674 | [1311, 1183, 1180] | 2004ga | qf3 | blue|
|2004 | 3674 | [1311, 1183, 1180] | 2004ga | sf1 | red|
|2004 | 3674 | [1311, 1183, 1180] | 2004ga | sf2 | red|
|2004 | 3674 | [1311, 1183, 1180] | 2004ga | sf3 | red|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt | f1 | red|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt | f2 | red|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt | qf1 | blue|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt | qf2 | blue|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt | sf1 | red|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt | sf2 | red|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt | sf3 | red|
|2004 | 3663 | [1216, 1000, 1447] | 2004dt |  | Finalist|
|2004 | 3572 | [1348, 1393, 831] | 2004co | qf1 | blue|
|2004 | 3572 | [1348, 1393, 831] | 2004co | qf2 | blue|
|2004 | 3550 | [1371, 1139, 1040] | 2004ga | qf1 | blue|
|2004 | 3550 | [1371, 1139, 1040] | 2004ga | qf2 | blue|
|2004 | 3480 | [1433, 753, 1294] | 2004or |  | Finalist|
|2004 | 3428 | [1002, 1057, 1369] | 2004ga | f1 | blue|
|2004 | 3428 | [1002, 1057, 1369] | 2004ga | f2 | blue|
|2004 | 3428 | [1002, 1057, 1369] | 2004ga | qf1 | red|
|2004 | 3428 | [1002, 1057, 1369] | 2004ga | qf2 | red|
|2004 | 3428 | [1002, 1057, 1369] | 2004ga | sf1 | blue|
|2004 | 3428 | [1002, 1057, 1369] | 2004ga | sf2 | blue|
|2004 | 3428 | [1002, 1057, 1369] | 2004ga |  | Winner|
|2004 | 3419 | [1305, 703, 1411] | 2004on | f7 | red|
|2004 | 3419 | [1305, 703, 1411] | 2004on | qf1 | red|
|2004 | 3419 | [1305, 703, 1411] | 2004on | qf2 | red|
|2004 | 3409 | [1151, 1425, 833] | 2004sac | qf1 | blue|
|2004 | 3409 | [1151, 1425, 833] | 2004sac | qf2 | blue|
|2004 | 3374 | [1104, 1106, 1164] | 2004co | qf1 | red|
|2004 | 3374 | [1104, 1106, 1164] | 2004co | qf2 | red|
|2004 | 3374 | [1104, 1106, 1164] | 2004co | qf3 | red|
|2004 | 3348 | [773, 1241, 1334] | 2004on | f3 | red|
|2004 | 3324 | [783, 1260, 1281] | 2004on | f7 | blue|
